headword,CEFR,example_en,translation_ar,example_ar
embark,C2,They will embark on their journey at dawn.,الشروع,وسيبدأون رحلتهم عند الفجر.
expedite,C2,Please expedite the shipment so it arrives before the weekend.,تعجيل,يرجى الإسراع بالشحن حتى يصل قبل عطلة نهاية الأسبوع.
contextual,C2,You must consider the contextual meaning of words in translation.,سياقية,يجب عليك أن تأخذ في الاعتبار المعنى السياقي للكلمات في الترجمة.
whilst,C2,She read a book whilst waiting for the train.,بينما,قرأت كتابًا أثناء انتظار القطار.
maneuver/manoeuvre,C2,The pilot executed a complex maneuver to avoid the storm.,مناورة / مناورة,وقام الطيار بمناورة معقدة لتجنب العاصفة.
riveting,C2,The speaker’s story was so riveting that no one dared to interrupt.,مشوق / مثير,كانت قصة المتحدث مثيرة للاهتمام لدرجة أنه لم يجرؤ أحد على مقاطعتها.
turmoil,C2,The country was in political turmoil after the election.,الاضطراب,وشهدت البلاد اضطرابات سياسية بعد الانتخابات.
scathing,C2,The critic’s review was scathing and left the author demoralized.,لاذع,كانت مراجعة الناقد لاذعة وتركت المؤلف محبطًا.
unscathing,C2,Surprisingly, the report was unscathing despite the errors found.,سالمة,والمثير للدهشة أن التقرير كان سليماً على الرغم من الأخطاء الموجودة.
convoluted,C2,The plot of the novel was so convoluted that readers gave up.,ملتوية,كانت حبكة الرواية معقدة للغاية لدرجة أن القراء استسلموا.
undaunted,C2,She remained undaunted by the mounting challenges.,شجاعة,وظلت غير خائفة من التحديات المتزايدة.
gutsy,C2,It was a gutsy decision to invest in the struggling startup.,جريء,لقد كان قرارًا شجاعًا بالاستثمار في الشركة الناشئة المتعثرة.
deprivation,C2,Sleep deprivation can have serious health consequences.,الحرمان,الحرمان من النوم يمكن أن يكون له عواقب صحية خطيرة.
farce,C2,The trial turned into a farce when witnesses contradicted themselves.,مهزلة,تحولت المحاكمة إلى مهزلة عندما ناقض الشهود أنفسهم.
portrayal,C2,Her portrayal of the character was both subtle and powerful.,تصوير,كان تصويرها للشخصية دقيقًا وقويًا.
elusive,C2,The solution to the puzzle proved elusive for weeks.,بعيد المنال,ثبت أن حل اللغز بعيد المنال لأسابيع.
elude,C2,The answer continued to elude even the brightest students.,مراوغة,ظلت الإجابة بعيدة عن متناول حتى ألمع الطلاب.
incisor,C2,The dentist examined her incisor for signs of decay.,القاطعة,فحص طبيب الأسنان قاطعتها بحثًا عن علامات التسوس.
incision,C2,The surgeon made a precise incision to minimize scarring.,شق,يقوم الجراح بإجراء شق دقيق لتقليل التندب.
chisel,C2,He used a chisel to carve the statue’s intricate details.,إزميل,استخدم إزميلًا لنحت تفاصيل التمثال المعقدة.
chiselled,C2,His chiselled features were highlighted by the morning sun.,محفور,سلطت شمس الصباح الضوء على ملامحه المنحوتة.
gnaw,C2,Worry began to gnaw at her mind as the deadline approached.,نخر,بدأ القلق ينخر في ذهنها مع اقتراب الموعد النهائي.
elongate,C2,The photographer chose a lens that would elongate the subject’s silhouette.,استطال,اختار المصور عدسة من شأنها إطالة الصورة الظلية للموضوع.
telltale,C2,The telltale smoke signaled that the fire had started.,منبه,يشير الدخان المنبثق إلى أن الحريق قد بدأ.
cavity,C2,The dentist filled the cavity to prevent further decay.,تجويف,يقوم طبيب الأسنان بملء التجويف لمنع المزيد من التسوس.
rustle,C2,She heard leaves rustle underfoot as she walked through the woods.,حفيف,سمعت حفيف أوراق الشجر تحت أقدامها وهي تمشي عبر الغابة.
glean,C2,Researchers glean data from various sources to draw conclusions.,يجمع / يستخلص بصعوبة,يقوم الباحثون بجمع البيانات من مصادر مختلفة لاستخلاص النتائج.
niche,C2,He found his niche teaching advanced mathematics to gifted students.,المكانة,وجد مكانته في تدريس الرياضيات المتقدمة للطلاب الموهوبين.
somersault,C2,The gymnast executed a perfect somersault on the beam.,شقلبة,قام لاعب الجمباز بشقلبة مثالية على العارضة.
exhilaration,C2,She felt a rush of exhilaration after crossing the finish line.,البهجة,شعرت بالاندفاع من البهجة بعد عبور خط النهاية.
physicality,C2,The role demands a high level of physicality and stamina.,البدنية,يتطلب الدور مستوى عالٍ من اللياقة البدنية والقدرة على التحمل.
hack,C2,They discovered a hack to speed up the computer’s performance.,حيلة / اختراق,اكتشفوا اختراقًا لتسريع أداء الكمبيوتر.
lust,C2,He felt an overwhelming lust for adventure.,رغبة قوية / شهوة,كان يشعر برغبة غامرة في المغامرة.
unsettling,C2,The sudden silence was deeply unsettling.,مقلق,كان الصمت المفاجئ مقلقًا للغاية.
unsettle,C2,The news began to unsettle the entire community.,زعزعة,بدأت الأخبار في زعزعة المجتمع بأكمله.
suburbia,C2,He wrote a novel about life in modern suburbia.,الضواحي,كتب رواية عن الحياة في الضواحي الحديثة.
dramatist,C2,She admired the works of the great dramatist Shakespeare.,كاتب مسرحي,لقد أعجبت بأعمال الكاتب المسرحي الكبير شكسبير.
characterization/characterisation,C2,The novel’s characterization brought each figure to life.,التوصيف / التوصيف,أدى توصيف الرواية إلى إحياء كل شخصية.
quirky,C2,His quirky sense of humor won him many fans.,غريب الأطوار / طريف,أكسبه حس الفكاهة الغريب العديد من المعجبين.
sprawl,C2,Urban sprawl has consumed much of the surrounding countryside.,الامتداد,لقد استهلك الزحف العمراني الكثير من المناطق الريفية المحيطة.
ingenuity,C2,It took real ingenuity to solve the engineering problem.,براعة,لقد تطلب الأمر براعة حقيقية لحل المشكلة الهندسية.
panorama,C2,The hilltop offered a breathtaking panorama of the valley.,بانوراما,توفر قمة التل إطلالة بانورامية خلابة على الوادي.
benign,C2,The tumor was found to be benign and easily removed.,حميدة,وقد وجد أن الورم حميد ويمكن إزالته بسهولة.
explosively,C2,The debate grew explosively heated within minutes.,بشكل متفجر,واحتدم النقاش بشكل متفجر في غضون دقائق.
bequeath,C2,He decided to bequeath his estate to charity.,توريث,قرر أن يورث ممتلكاته للأعمال الخيرية.
synthetic,C2,The fabric was made from synthetic fibers.,اصطناعية,كان القماش مصنوعًا من ألياف صناعية.
lackluster/lacklustre,C2,The performance was lackluster and failed to impress.,باهت / فاتر,كان الأداء باهتًا وفشل في إثارة الإعجاب.
elastic,C2,The waistband is elastic for a comfortable fit.,مرن,حزام الخصر مرن لملاءمة مريحة.
appallingly,C2,The building was appallingly neglected.,بشكل مروع,تم إهمال المبنى بشكل مروع.
pounce,C2,The cat waited to pounce on the unsuspecting mouse.,انقضاض,انتظرت القطة للانقضاض على الفأر المطمئن.
abound,C2,Opportunities for learning abound in this program.,تكثر,فرص التعلم كثيرة في هذا البرنامج.
sap,C2,His constant criticism began to sap her confidence.,يُضعف,بدأت انتقاداته المستمرة في إضعاف ثقتها.
monotony,C2,She wanted to break the monotony of her daily routine.,رتابة,أرادت أن تكسر رتابة روتينها اليومي.
turn to,C2,When in doubt, turn to trusted friends for advice.,أنتقل إلى,عندما تكون في شك، انتقل إلى الأصدقاء الموثوق بهم للحصول على المشورة.
ingenious,C2,Her ingenious solution saved the company thousands of dollars.,عبقري,لقد أنقذ حلها المبتكر الشركة آلاف الدولارات.
plaque,C2,They unveiled a commemorative plaque at the town hall.,لوحة,وقاموا بإزاحة الستار عن اللوحة التذكارية في قاعة المدينة.
neutralize/neutralise,C2,They used chemicals to neutralize the acid spill.,تحييد / تحييد,استخدموا مواد كيميائية لتحييد الانسكاب الحمضي.
salivate,C2,The aroma of fresh coffee made him salivate.,سال لعابه,رائحة القهوة الطازجة جعلته يسيل لعابه.
cessation,C2,The cessation of hostilities was welcomed by civilians.,وقف,ورحب المدنيون بوقف الأعمال العدائية.
remorse,C2,She felt deep remorse for her harsh words.,الندم,شعرت بالندم العميق على كلماتها القاسية.
